"county_fips","state_po.x","county_name.x","RepublicanVotes","lon.x","lat.x","DemocratVotes","party","won"
1001,"AL","AUTAUGA",19838,-86.64564861,32.54009148,7503,"Republican",19838
1003,"AL","BALDWIN",83544,-87.72627168,30.73831437,24578,"Republican",83544
1005,"AL","BARBOUR",5622,-85.39732718,31.87402989,4816,"Republican",5622
1007,"AL","BIBB",7525,-87.12526047,32.99902355,1986,"Republican",7525
1009,"AL","BLOUNT",24711,-86.5627114,33.99044001,2640,"Republican",24711
1011,"AL","BULLOCK",1146,-85.71680363,32.10633554,3446,"Democrat",3446
1013,"AL","BUTLER",5458,-86.68434696,31.75713941,3965,"Republican",5458
1015,"AL","CALHOUN",35101,-85.82956111,33.77624501,15216,"Republican",35101
1017,"AL","CHAMBERS",8753,-85.3948531,32.91633065,6365,"Republican",8753
1019,"AL","CHEROKEE",10583,-85.60421986,34.19147067,1624,"Republican",10583
1021,"AL","CHILTON",16085,-86.71562395,32.8516297,3073,"Republican",16085
1023,"AL","CHOCTAW",4296,-88.25953692,32.02046848,3127,"Republican",4296
1025,"AL","CLARKE",7324,-87.82482965,31.673326,5755,"Republican",7324
1027,"AL","CLAY",5601,-85.85178714,33.27340969,1267,"Republican",5601
1029,"AL","CLEBURNE",6484,-85.52610168,33.67621939,675,"Republican",6484
1031,"AL","COFFEE",16899,-85.99444058,31.39847656,5076,"Republican",16899
1033,"AL","COLBERT",19203,-87.81097599,34.70276047,8343,"Republican",19203
1035,"AL","CONECUH",3442,-86.99065443,31.43577781,2966,"Republican",3442
1037,"AL","COOSA",3631,-86.24544124,32.94021362,1796,"Republican",3631
1039,"AL","COVINGTON",14586,-86.45655104,31.25973186,2721,"Republican",14586
1041,"AL","CRENSHAW",4864,-86.31956157,31.73590915,1700,"Republican",4864
1043,"AL","CULLMAN",36880,-86.8654481,34.1382457,4478,"Republican",36880
1045,"AL","DALE",14303,-85.61909408,31.43086648,5170,"Republican",14303
1047,"AL","DALLAS",5524,-87.09767509,32.3267024,12230,"Democrat",12230
1049,"AL","DEKALB",24767,-85.81226395,34.45439485,4281,"Republican",24767
1051,"AL","ELMORE",30164,-86.15419329,32.59892985,10367,"Republican",30164
1053,"AL","ESCAMBIA",10869,-87.15746525,31.13336493,4918,"Republican",10869
1055,"AL","ETOWAH",35528,-86.0334282,34.0527293,11567,"Republican",35528
1057,"AL","FAYETTE",7300,-87.73637609,33.72193461,1395,"Republican",7300
1059,"AL","FRANKLIN",10376,-87.84558379,34.44338254,2086,"Republican",10376
1061,"AL","GENEVA",10848,-85.8443776,31.09992203,1595,"Republican",10848
1063,"AL","GREENE",875,-87.94813999,32.86570101,3884,"Democrat",3884
1065,"AL","HALE",3192,-87.62219763,32.76490176,4663,"Democrat",4663
1067,"AL","HENRY",6607,-85.2541057,31.51595712,2606,"Republican",6607
1069,"AL","HOUSTON",32618,-85.31543021,31.15254068,12917,"Republican",32618
1071,"AL","JACKSON",19670,-85.99775089,34.77683646,3717,"Republican",19670
1073,"AL","JEFFERSON",138843,-86.89025434,33.56305784,181688,"Democrat",181688
1075,"AL","LAMAR",6174,-88.09795652,33.78170368,978,"Republican",6174
1077,"AL","LAUDERDALE",31721,-87.65420478,34.90408733,11915,"Republican",31721
1079,"AL","LAWRENCE",12322,-87.30558826,34.52482237,3562,"Republican",12322
1081,"AL","LEE",42221,-85.35526336,32.60991751,27860,"Republican",42221
1083,"AL","LIMESTONE",34640,-86.97369268,34.81222508,13672,"Republican",34640
1085,"AL","LOWNDES",1836,-86.65003578,32.15780715,4972,"Democrat",4972
1087,"AL","MACON",1541,-85.69511359,32.39385812,7108,"Democrat",7108
1089,"AL","MADISON",102780,-86.54312668,34.76518768,87286,"Republican",102780
1091,"AL","MARENGO",5343,-87.77831202,32.25123243,5488,"Democrat",5488
1093,"AL","MARION",12205,-87.88319784,34.13791708,1463,"Republican",12205
1095,"AL","MARSHALL",33191,-86.30606724,34.370296,5943,"Republican",33191
1097,"AL","MOBILE",101243,-88.20696476,30.81361759,79474,"Republican",101243
1099,"AL","MONROE",6147,-87.36400237,31.57220015,4455,"Republican",6147
1101,"AL","MONTGOMERY",33311,-86.2071019,32.2253798,64529,"Democrat",64529
1103,"AL","MORGAN",39664,-86.84793577,34.45799994,13234,"Republican",39664
1105,"AL","PERRY",1339,-87.28406573,32.63755143,3860,"Democrat",3860
1107,"AL","PICKENS",5594,-88.08688718,33.28043537,4022,"Republican",5594
1109,"AL","PIKE",8042,-85.94178756,31.80547499,5636,"Republican",8042
1111,"AL","RANDOLPH",8559,-85.4565992,33.29417484,2203,"Republican",8559
1113,"AL","RUSSELL",9864,-85.19410539,32.29519985,11228,"Democrat",11228
1115,"AL","ST. CLAIR",36166,-86.31393064,33.72446506,7744,"Republican",36166
1117,"AL","SHELBY",79700,-86.66510363,33.26761124,33268,"Republican",79700
1119,"AL","SUMTER",1598,-88.19206323,32.58961948,4648,"Democrat",4648
1121,"AL","TALLADEGA",22235,-86.1631135,33.3865307,13138,"Republican",22235
1123,"AL","TALLAPOOSA",14963,-85.8010116,32.86843413,5859,"Republican",14963
1125,"AL","TUSCALOOSA",51117,-87.51696088,33.29437697,37765,"Republican",51117
1127,"AL","WALKER",26002,-87.28917888,33.81329044,4834,"Republican",26002
1129,"AL","WASHINGTON",6564,-88.2056405,31.41319608,2258,"Republican",6564
1131,"AL","WILCOX",1833,-87.2977354,31.99307576,4048,"Democrat",4048
1133,"AL","WINSTON",10195,-87.37003595,34.15314922,974,"Republican",10195
4001,"AZ","APACHE",4053,-109.4911465,35.4050949,6539,"Democrat",6539
4001,"AZ","APACHE",4053,-109.4911465,35.4050949,294,"Republican",4053
4001,"AZ","APACHE",4053,-109.4911465,35.4050949,16460,"Democrat",16460
4001,"AZ","APACHE",7262,-109.4911465,35.4050949,6539,"Republican",7262
4001,"AZ","APACHE",7262,-109.4911465,35.4050949,294,"Republican",7262
4001,"AZ","APACHE",7262,-109.4911465,35.4050949,16460,"Democrat",16460
4001,"AZ","APACHE",127,-109.4911465,35.4050949,6539,"Democrat",6539
4001,"AZ","APACHE",127,-109.4911465,35.4050949,294,"Democrat",294
4001,"AZ","APACHE",127,-109.4911465,35.4050949,16460,"Democrat",16460
4003,"AZ","COCHISE",1909,-109.7629489,31.88631155,1495,"Republican",1909
4003,"AZ","COCHISE",1909,-109.7629489,31.88631155,21563,"Democrat",21563
4003,"AZ","COCHISE",1909,-109.7629489,31.88631155,674,"Republican",1909
4003,"AZ","COCHISE",25934,-109.7629489,31.88631155,1495,"Republican",25934
4003,"AZ","COCHISE",25934,-109.7629489,31.88631155,21563,"Republican",25934
4003,"AZ","COCHISE",25934,-109.7629489,31.88631155,674,"Republican",25934
4003,"AZ","COCHISE",7714,-109.7629489,31.88631155,1495,"Republican",7714
4003,"AZ","COCHISE",7714,-109.7629489,31.88631155,21563,"Democrat",21563
4003,"AZ","COCHISE",7714,-109.7629489,31.88631155,674,"Republican",7714
4005,"AZ","COCONINO",20311,-111.76825,35.83392392,305,"Republican",20311
4005,"AZ","COCONINO",20311,-111.76825,35.83392392,39430,"Democrat",39430
4005,"AZ","COCONINO",20311,-111.76825,35.83392392,4963,"Republican",20311
4005,"AZ","COCONINO",6446,-111.76825,35.83392392,305,"Republican",6446
4005,"AZ","COCONINO",6446,-111.76825,35.83392392,39430,"Democrat",39430
4005,"AZ","COCONINO",6446,-111.76825,35.83392392,4963,"Republican",6446
4005,"AZ","COCONINO",295,-111.76825,35.83392392,305,"Democrat",305
4005,"AZ","COCONINO",295,-111.76825,35.83392392,39430,"Democrat",39430
4005,"AZ","COCONINO",295,-111.76825,35.83392392,4963,"Democrat",4963
4007,"AZ","GILA",112,-110.8133077,33.79957115,7481,"Democrat",7481
4007,"AZ","GILA",112,-110.8133077,33.79957115,1400,"Democrat",1400
4007,"AZ","GILA",112,-110.8133077,33.79957115,62,"Republican",112
4007,"AZ","GILA",3260,-110.8133077,33.79957115,7481,"Democrat",7481
4007,"AZ","GILA",3260,-110.8133077,33.79957115,1400,"Republican",3260
4007,"AZ","GILA",3260,-110.8133077,33.79957115,62,"Republican",3260
4007,"AZ","GILA",15005,-110.8133077,33.79957115,7481,"Republican",15005
4007,"AZ","GILA",15005,-110.8133077,33.79957115,1400,"Republican",15005
4007,"AZ","GILA",15005,-110.8133077,33.79957115,62,"Republican",15005
4009,"AZ","GRAHAM",7289,-109.8990184,32.93441503,35,"Republican",7289
4009,"AZ","GRAHAM",7289,-109.8990184,32.93441503,1055,"Republican",7289
4009,"AZ","GRAHAM",7289,-109.8990184,32.93441503,2944,"Republican",7289
4009,"AZ","GRAHAM",146,-109.8990184,32.93441503,35,"Republican",146
4009,"AZ","GRAHAM",146,-109.8990184,32.93441503,1055,"Democrat",1055
4009,"AZ","GRAHAM",146,-109.8990184,32.93441503,2944,"Democrat",2944
4009,"AZ","GRAHAM",3314,-109.8990184,32.93441503,35,"Republican",3314
4009,"AZ","GRAHAM",3314,-109.8990184,32.93441503,1055,"Republican",3314
4009,"AZ","GRAHAM",3314,-109.8990184,32.93441503,2944,"Republican",3314
4011,"AZ","GREENLEE",840,-109.2466206,33.20886115,184,"Republican",840
4011,"AZ","GREENLEE",840,-109.2466206,33.20886115,996,"Democrat",996
4011,"AZ","GREENLEE",840,-109.2466206,33.20886115,2,"Republican",840
4011,"AZ","GREENLEE",1571,-109.2466206,33.20886115,184,"Republican",1571
4011,"AZ","GREENLEE",1571,-109.2466206,33.20886115,996,"Republican",1571
4011,"AZ","GREENLEE",1571,-109.2466206,33.20886115,2,"Republican",1571
4011,"AZ","GREENLEE",22,-109.2466206,33.20886115,184,"Democrat",184
4011,"AZ","GREENLEE",22,-109.2466206,33.20886115,996,"Democrat",996
4011,"AZ","GREENLEE",22,-109.2466206,33.20886115,2,"Republican",22
4012,"AZ","LA PAZ",1606,-113.9861542,33.72975345,186,"Republican",1606
4012,"AZ","LA PAZ",1606,-113.9861542,33.72975345,1508,"Republican",1606
4012,"AZ","LA PAZ",1606,-113.9861542,33.72975345,542,"Republican",1606
4012,"AZ","LA PAZ",2936,-113.9861542,33.72975345,186,"Republican",2936
4012,"AZ","LA PAZ",2936,-113.9861542,33.72975345,1508,"Republican",2936
4012,"AZ","LA PAZ",2936,-113.9861542,33.72975345,542,"Republican",2936
4012,"AZ","LA PAZ",587,-113.9861542,33.72975345,186,"Republican",587
4012,"AZ","LA PAZ",587,-113.9861542,33.72975345,1508,"Democrat",1508
4012,"AZ","LA PAZ",587,-113.9861542,33.72975345,542,"Republican",587
4013,"AZ","MARICOPA",103086,-112.4891389,33.35263707,59513,"Republican",103086
4013,"AZ","MARICOPA",103086,-112.4891389,33.35263707,978457,"Democrat",978457
4013,"AZ","MARICOPA",103086,-112.4891389,33.35263707,2804,"Republican",103086
4013,"AZ","MARICOPA",889400,-112.4891389,33.35263707,59513,"Republican",889400
4013,"AZ","MARICOPA",889400,-112.4891389,33.35263707,978457,"Democrat",978457
4013,"AZ","MARICOPA",889400,-112.4891389,33.35263707,2804,"Republican",889400
4013,"AZ","MARICOPA",3179,-112.4891389,33.35263707,59513,"Democrat",59513
4013,"AZ","MARICOPA",3179,-112.4891389,33.35263707,978457,"Democrat",978457
4013,"AZ","MARICOPA",3179,-112.4891389,33.35263707,2804,"Republican",3179
4015,"AZ","MOHAVE",56914,-113.7530226,35.70647702,21783,"Republican",56914
4015,"AZ","MOHAVE",56914,-113.7530226,35.70647702,105,"Republican",56914
4015,"AZ","MOHAVE",56914,-113.7530226,35.70647702,2943,"Republican",56914
4015,"AZ","MOHAVE",20938,-113.7530226,35.70647702,21783,"Democrat",21783
4015,"AZ","MOHAVE",20938,-113.7530226,35.70647702,105,"Republican",20938
4015,"AZ","MOHAVE",20938,-113.7530226,35.70647702,2943,"Republican",20938
4015,"AZ","MOHAVE",683,-113.7530226,35.70647702,21783,"Democrat",21783
4015,"AZ","MOHAVE",683,-113.7530226,35.70647702,105,"Republican",683
4015,"AZ","MOHAVE",683,-113.7530226,35.70647702,2943,"Democrat",2943
4017,"AZ","NAVAJO",8722,-110.3227634,35.39276591,6425,"Republican",8722
4017,"AZ","NAVAJO",8722,-110.3227634,35.39276591,91,"Republican",8722
4017,"AZ","NAVAJO",8722,-110.3227634,35.39276591,16867,"Democrat",16867
4017,"AZ","NAVAJO",148,-110.3227634,35.39276591,6425,"Democrat",6425
4017,"AZ","NAVAJO",148,-110.3227634,35.39276591,91,"Republican",148
4017,"AZ","NAVAJO",148,-110.3227634,35.39276591,16867,"Democrat",16867
4017,"AZ","NAVAJO",18787,-110.3227634,35.39276591,6425,"Republican",18787
4017,"AZ","NAVAJO",18787,-110.3227634,35.39276591,91,"Republican",18787
4017,"AZ","NAVAJO",18787,-110.3227634,35.39276591,16867,"Republican",18787
4019,"AZ","PIMA",8344,-111.8001696,32.10501296,282457,"Democrat",282457
4019,"AZ","PIMA",8344,-111.8001696,32.10501296,15246,"Democrat",15246
4019,"AZ","PIMA",8344,-111.8001696,32.10501296,7278,"Republican",8344
4019,"AZ","PIMA",33667,-111.8001696,32.10501296,282457,"Democrat",282457
4019,"AZ","PIMA",33667,-111.8001696,32.10501296,15246,"Republican",33667
4019,"AZ","PIMA",33667,-111.8001696,32.10501296,7278,"Republican",33667
4019,"AZ","PIMA",165747,-111.8001696,32.10501296,282457,"Democrat",282457
4019,"AZ","PIMA",165747,-111.8001696,32.10501296,15246,"Republican",165747
4019,"AZ","PIMA",165747,-111.8001696,32.10501296,7278,"Republican",165747
4021,"AZ","PINAL",26277,-111.3518741,32.90667665,9812,"Republican",26277
4021,"AZ","PINAL",26277,-111.3518741,32.90667665,252,"Republican",26277
4021,"AZ","PINAL",26277,-111.3518741,32.90667665,65042,"Democrat",65042
4021,"AZ","PINAL",507,-111.3518741,32.90667665,9812,"Democrat",9812
4021,"AZ","PINAL",507,-111.3518741,32.90667665,252,"Republican",507
4021,"AZ","PINAL",507,-111.3518741,32.90667665,65042,"Democrat",65042
4021,"AZ","PINAL",80293,-111.3518741,32.90667665,9812,"Republican",80293
4021,"AZ","PINAL",80293,-111.3518741,32.90667665,252,"Republican",80293
4021,"AZ","PINAL",80293,-111.3518741,32.90667665,65042,"Republican",80293
4023,"AZ","SANTA CRUZ",4279,-110.8630803,31.53600577,2205,"Republican",4279
4023,"AZ","SANTA CRUZ",4279,-110.8630803,31.53600577,74,"Republican",4279
4023,"AZ","SANTA CRUZ",4279,-110.8630803,31.53600577,10859,"Democrat",10859
4023,"AZ","SANTA CRUZ",36,-110.8630803,31.53600577,2205,"Democrat",2205
4023,"AZ","SANTA CRUZ",36,-110.8630803,31.53600577,74,"Democrat",74
4023,"AZ","SANTA CRUZ",36,-110.8630803,31.53600577,10859,"Democrat",10859
4023,"AZ","SANTA CRUZ",1879,-110.8630803,31.53600577,2205,"Democrat",2205
